Nodes	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
G2197	0	0.00521474	0.00275127	0.00386433	0.00663214	0.00690857	0	0.00655216	0.00451131	0.00513338	0.00329765	0.00445702	0.00352110	0.00194922	0.00749929	0.00662485	0.00578725	0.00138206	0.00612288	0.00414612	0.00949456	0.00711319	0.00412249	0.00533559	0.00218358	0.00357816	0.00030123	0.00566978	0.00524188	0.00655319	0.00568799	0.00135626	0.00838006	0.00730887	0.00621980	0.00869223	0.00899383	0.00186609	0.00348282	0.00494353	0	0.00353148	0.00233619	0.00784691	0.01025381	0.00885317	0.00822846	0.00232705	0.00559057	0.00517418	0.00111493	0.00779674	0.00746462	0.00265827	0.00435763	0.00952210	0.00589899	0.00747011	0.00516862	0.00491200	0.00643512	0.01135014	0.00530871	0.00303571	0.00439116	0.00898426	0.00800664	0.00189627	0.00635634	0.00617703	0.00494389	0.00731630	0	0.00552052	0.01294036	0.00414997	0.00740615	0.00860890	0.00619008	0.00424612	0.02554646	0.02388709	0.02618942	0	0	0.02799255	0.01847648	0.02719870	0.02690757	0.02893463	0.02633680	0.02480806	0.02705653	0.02725475	0.02200491	0.02713672	0.02493904	0.02738798	0.02776829	0.02935417	0.00147209	0.00679081	0.01053205	0.00323266	0.00953030	0.00759340	0.00716027	0	0.00302436	0.00754514	0.00425188	0.00509443	0.00375510	0.00411778	0.00498462	0.01027704	0.00774165	0.00275275	0	0.00431355
G2198	0	0.00059349	0.00449767	0	0.00822003	0.00706675	0.00394784	0.00810387	0.00929990	0.00408211	0	0.00436491	0.00731790	0.00192751	0.00325687	0.00502304	0	0.00154382	0	0.00388247	0.00801361	0.00238626	0.00424304	0.00600603	0.00425613	0.00619431	0.00043887	0.00822637	0.00532701	0.00498698	0.00403454	0.00683698	0.00934583	0.00636394	0.00581090	0.00853024	0.00413193	0.00755887	0.00492486	0.00481921	0.00741674	0.00470999	0.00777311	0.00768708	0.00759982	0.00908578	0.00782151	0.00426673	0.00415514	0	0.00758177	0.00350834	0.00787615	0.00455035	0.00553346	0.00792783	0	0.01027519	0.00454237	0	0.00890816	0.00766175	0.00078145	0.00179605	0.00426727	0.00416063	0.00560602	0.00598713	0.00422780	0.00101643	0.00823893	0.00680530	0.00130986	0.00545822	0.00736702	0.00777576	0.00633362	0.00705687	0.00684950	0.00846869	0.02605582	0.02512590	0.01983378	0.02393839	0.02856632	0.02489749	0.01993477	0.02744632	0.02728100	0.03098838	0.02439704	0.02493702	0.02404183	0.02851880	0.02362066	0.02371496	0.02132545	0.02271425	0.01969816	0.02420977	0.00129083	0.00676218	0.00706766	0.00523568	0.00620393	0.00473280	0.00554381	0.00334864	0.00408492	0.00154149	0.00957812	0.00186448	0.00354654	0.00680710	0.00418704	0.00870370	0.00741113	0.00566376	0.00265104	0.00457710
G2199	0	0.00402156	0.00328307	0.00656982	0.01038709	0.00588097	0	0.00432649	0.00474779	0.00794965	0.00433116	0.00494327	0.00611311	0.00650711	0.00460410	0.00900580	0.00748775	0.00513214	0.00586345	0.00374066	0.00692328	0	0.00519563	0.00282410	0.00398722	0.00304209	0.00589437	0.00433729	0.00493714	0.00738094	0.00423687	0.00494080	0.00815694	0.00411056	0.00637369	0.00523744	0.00361279	0.00516498	0	0.00341378	0.00880565	0.00219607	0	0.00477369	0.00314130	0.01124619	0.00937309	0.00683161	0.00168473	0.00312829	0.00496936	0.00768917	0.00328633	0.00375811	0	0.00604681	0.00284651	0.00773584	0	0.00623433	0.00700019	0.00655355	0.00390680	0.00012435	0.00599997	0.00747578	0.00775922	0.00059796	0.00728500	0.00824086	0.00470494	0.00646530	0	0.00741444	0.01059872	0.00543948	0.00268220	0.01060440	0.00945556	0.00566181	0.02300020	0.02305757	0.02284349	0.02388216	0.02607901	0.02525449	0.02169453	0.02633969	0.02172767	0.02504984	0.02312739	0.02123707	0.02687608	0.02606776	0.02221885	0.02275094	0.02689584	0.02351360	0.02207894	0.02720436	0.00336542	0.00659953	0.00961162	0.00315490	0.00926318	0.00404644	0.00923947	0.00914662	0.00178971	0.00483578	0.00962408	0.00202387	0.00324031	0.00748237	0.00468550	0.00424062	0.00779399	0.00275405	0.00005228	0.00976826
G2200	0.00626927	0.00511830	0.00387382	0.00632967	0.00502001	0.00799365	0.00585600	0.00644492	0.00801239	0.00778024	0.00375634	0.00770300	0.00612385	0.00256025	0.00509353	0.00651276	0.00607811	0.00067917	0.00746022	0.00828491	0.00591153	0.00149579	0.00455758	0.00803522	0	0.00878943	0.00523233	0.00524331	0	0.00620874	0.00277593	0.00691436	0.00512741	0.00522667	0	0.00626100	0.00849297	0.00232622	0.00167968	0.00944257	0.00906816	0	0	0.00971781	0.00561119	0.00697680	0.00674904	0.00359060	0.00627844	0.00602281	0.00431819	0.00403723	0	0.00651337	0.00532881	0	0.00605873	0.00153416	0.00530526	0.00489603	0.00577347	0.01181602	0.00362303	0.00217861	0.00511236	0.00858590	0.00661984	0.00355898	0.00783053	0.00616426	0.00815474	0.00510470	0.00480188	0.00937192	0.00575144	0.00571433	0.00404864	0.00711398	0.00520978	0.00763217	0.02028259	0.02202087	0.02878939	0.02365368	0.02592066	0.02879220	0.02444096	0.02430491	0.02279727	0.02680940	0.02715936	0.02281655	0.02688037	0.02418368	0.02369192	0.02644052	0	0.02666379	0.02448528	0.02467224	0	0.01094507	0.00733641	0	0.00928584	0.00858622	0.00244031	0.00607623	0.00334007	0	0.00448403	0.00142337	0.00250398	0.00689430	0.00409496	0.00977392	0.00658918	0.00629614	0.00080011	0.00747990
G2201	0.00441915	0.00433243	0.00253393	0.00729147	0.00899972	0	0.00233576	0.01067385	0.00709873	0.00542559	0	0.00300407	0.00371804	0.00348421	0.00531613	0.00829326	0.00708987	0.00004156	0.00507271	0.00614994	0.00522370	0.00630711	0.00152731	0.00583534	0.00240502	0.00739482	0.00782794	0.00028954	0.00224055	0.00426856	0	0.00376178	0.00800627	0.00644190	0.00607675	0.00873749	0.00335897	0.00638057	0.00282601	0.01014727	0.00922966	0	0.01239774	0.00784358	0.00727395	0	0.01016010	0.00768932	0.00418098	0	0.00642672	0.00542946	0.00796306	0.00389792	0.00572740	0.00663569	0.00306414	0.00815844	0.00778936	0.00413975	0.00774582	0.00926982	0.00183011	0.00248351	0.00489032	0.00706379	0.00848048	0	0.00477005	0.00878936	0.00816307	0.00563434	0.00511490	0.00762608	0.00759559	0.00483547	0.00098579	0.00780245	0.00803146	0.00710782	0.02359738	0	0.02297579	0.02676269	0.02593020	0.02791169	0.02426265	0.03187471	0.02275895	0.02576107	0.02680692	0.02086334	0.02590309	0.02584150	0.02149836	0.02590392	0.02475012	0.02907405	0	0.02438504	0.00334555	0.00888821	0.00794798	0.00438668	0.00809755	0.00451575	0.00642384	0.00282763	0.00316911	0.00695833	0.00736116	0.00368068	0.00612075	0.00662637	0.00500001	0.00453681	0.00774281	0.00532205	0.00210295	0.00751946
G2202	0.00332629	0.00241914	0.00419420	0.00286584	0.01245225	0.00947128	0.00397156	0.01052192	0.00632010	0.00840462	0.00245543	0.00626019	0.00257622	0.00300069	0.00094601	0.00973434	0	0	0.00824928	0.00468365	0.00326916	0	0.00696916	0.00885030	0.00663889	0.00547346	0.00201541	0.00515958	0.00480139	0.00616129	0.00223774	0.00566639	0.00585568	0.00336949	0.01065395	0.00512469	0.00655110	0.00443940	0.00474535	0.00931387	0.00992408	0.00363220	0.00853510	0.00698627	0.01033445	0.00499397	0.01089590	0.00474938	0.00421717	0.00668947	0.00148405	0.00669151	0.01008095	0.00596271	0.00390736	0.00637756	0.00169926	0.00777748	0	0.00560381	0.00294370	0.00741145	0.00592558	0.00376200	0.00727674	0.01082675	0.00903028	0.00706796	0.00857769	0.00271520	0.00616614	0.00449822	0.00501305	0	0.00715036	0.00390895	0	0.00895717	0.00615729	0	0.02424872	0.02306914	0	0.02346941	0.02700675	0.02529265	0.01913092	0.03113386	0.02538220	0.02571837	0.02901393	0	0.02817400	0.02888813	0.02605946	0.02879820	0.02432530	0.02439970	0.02528262	0.02802530	0.00213169	0.00402296	0.01117058	0.00521691	0.00949476	0.00209378	0.00617789	0.00689629	0.00408523	0.00296453	0.01051595	0.00373897	0.00429652	0.00486173	0	0.00984398	0.00778978	0	0.00019926	0
G2203	0.00574713	0.00357505	0	0.00843535	0.00861095	0.00924854	0.00767752	0.00664453	0.00711648	0.00949776	0.00577244	0.00343437	0.00841187	0.00187208	0.00578860	0.00589681	0.00420204	0.00392388	0.01087002	0.00481631	0.01040245	0	0.00558670	0.00570321	0	0.00569164	0.00159761	0.00634960	0.00700330	0.00333548	0.00566374	0.00512753	0.00619338	0.00504365	0.00583987	0	0.00731341	0.00835307	0.00674365	0.00630041	0.00809564	0.00410161	0	0	0.00571270	0.00790473	0.00652141	0	0.00456150	0.00446349	0.00369811	0.00562025	0.00708015	0.00157253	0.00729690	0.00616519	0.00564252	0.00731665	0.00559929	0.00354637	0.00628200	0.01004142	0.00179532	0.00513051	0.00601208	0.00323911	0.01395409	0.01063365	0	0.00324234	0.00910360	0	0.00574308	0.00780976	0.00912368	0.00613301	0	0.00570645	0.00666409	0.00621918	0.02680897	0.02273653	0.02442404	0.02061399	0.02342549	0.02621024	0.02118774	0.02664661	0.02671460	0.02690966	0.02327349	0.02249526	0.02269428	0.02452450	0.02318216	0.02397674	0.02146653	0.02707206	0.02717599	0	0.00605907	0.00828760	0.00812255	0	0.00477775	0.00377221	0.00583762	0.00663423	0.00670493	0.00565629	0.00499522	0.00573435	0	0.00506295	0.00560864	0.01120760	0.00459446	0.00481059	0.00507220	0
G2204	0.00193197	0.00564205	0.00456425	0	0.01278255	0.01320244	0.00447123	0.00954842	0.00247802	0.00268926	0.00568418	0.00493555	0.00544152	0.00320001	0.00498897	0.00823078	0.00600918	0.00304929	0.00812250	0.00254206	0.01139092	0.00576950	0.00405986	0.00711683	0.00171454	0.00877646	0.00567617	0.00181947	0.00739060	0.00737430	0.00149927	0.00234289	0.00561209	0.00669790	0.00570173	0.01058814	0.00492780	0.00627903	0.00734661	0.00506228	0.00512975	0	0.00671599	0.00897255	0.00604810	0.00632671	0.01060728	0.00689717	0.00571441	0.00329993	0.00237877	0.00963506	0.00584575	0.00131427	0.00572977	0.01085322	0.00289243	0.00679072	0.00854239	0.00636691	0	0.00772260	0.00707450	0.00602328	0	0.00451853	0.00950889	0.00391270	0	0.00252485	0.00739070	0.00984005	0.00172313	0.00757936	0.00920885	0.01017218	0.00167961	0.00828711	0.00698124	0	0	0.02335135	0.02509146	0.02790952	0.02460840	0.03209180	0.02002400	0.02715916	0	0.02668010	0.02599422	0.02244483	0	0.02729101	0.02519324	0.02481238	0.02693879	0.02394522	0.02511891	0.02803684	0	0.00528520	0.00413284	0	0.00788086	0	0.00576348	0.00728250	0.00598913	0.00476414	0.00827281	0.00884814	0.00228037	0.00881186	0.00516475	0.01198756	0.00791920	0.00678382	0.00567039	0.00560235
G2205	0.00569618	0.00597838	0.00729857	0.00855968	0.00690457	0.00731451	0.00723946	0.00650303	0.00668267	0.00651692	0.00613247	0.00247383	0.00518274	0.00371589	0.00761070	0.00540244	0.00625203	0.00510253	0.00457545	0.00517059	0.00273493	0.00173768	0.00390090	0.00286117	0.00404163	0.00727601	0.00612989	0.00337749	0.00267053	0.00658502	0.00449390	0.00276448	0.00626173	0.00454680	0.00929468	0.00603158	0.00255532	0.00531213	0.00125312	0.00565503	0.00927028	0.00521444	0.00471431	0.00587538	0.00723691	0.00589829	0.00760793	0.00483947	0.00517395	0.00374442	0.00421975	0.00905897	0.00321277	0	0.00488494	0.00769946	0.00279065	0.00831853	0.00821678	0.00427861	0.00697786	0.00874998	0.00263376	0.00230861	0.00639612	0.00707424	0.00825669	0.00440240	0.00502048	0.00361404	0.00681643	0.00392558	0.00572775	0.00308883	0	0.00301930	0	0.01034920	0.00603264	0.00543185	0.02626063	0.02301046	0.02180769	0.02215901	0	0.02845502	0.01992956	0.02556196	0.02483411	0.02455576	0.02225868	0.02187100	0.02327209	0.02546515	0.01853789	0.02612481	0.02555839	0.02362024	0.02098657	0.02375544	0.00688552	0.00647375	0.00560822	0.00291158	0.00798222	0.00424604	0.00666188	0.00730252	0.00687968	0.00467366	0.00822474	0.00916759	0.00822725	0.01075827	0.00640252	0.00798350	0.00459923	0.00528832	0.00236154	0.00745925
G2206	0.00517583	0.00415740	0.00377001	0.00834928	0.00625450	0.00634332	0.00701232	0.00981591	0.00576312	0.00698758	0.00399536	0.00017699	0.00274054	0	0.00472594	0.00607723	0.00528899	0.00179000	0.00676594	0.00290134	0	0	0.00524715	0.01073650	0.00311848	0.00870058	0.00414574	0.00210265	0.00497304	0.00808749	0.00404047	0.00565997	0.00710772	0.00261515	0.00537410	0.01000295	0.00205192	0.00342869	0	0.00387253	0.00998239	0.00434201	0.00440469	0.00519711	0.00398235	0.00478918	0.00782274	0.00365604	0.00499903	0	0.00471047	0.00644790	0.00444081	0.00371532	0.00367261	0.00626124	0.00650194	0.00340336	0.00696524	0.00189196	0.00706289	0.00908739	0.00411058	0.00344941	0.00568446	0.00619060	0.00750170	0.00512320	0.00574602	0.00466448	0.00427627	0.00725804	0	0.01006556	0.00972172	0.00622299	0.00398353	0.00942284	0.00907541	0.00689953	0.01942023	0.02336358	0.02452256	0.02288502	0.02297266	0.02478335	0.02275739	0.02766874	0.02246309	0.02663834	0.02497856	0.02391224	0.02164424	0.02940674	0.02034846	0.02203083	0.02349234	0.02249073	0.02192641	0.02472042	0.00371338	0.00736334	0.00729773	0.00425496	0.01040201	0.00427958	0.00713038	0.00603760	0.00509222	0.00272990	0.00544614	0.00389518	0.00323102	0.00914978	0.00632754	0.00606250	0.00691211	0.00474950	0.00286449	0.00854503
G2207	0.00586163	0.00609644	0.00169174	0.00569791	0	0.00747123	0.00494197	0.00283109	0.00855775	0.00708031	0.00332662	0.00569414	0.00903968	0.00689655	0.00246353	0.00515971	0.00573698	0.00386042	0.00826009	0.00544888	0.00688771	0.00173600	0.00355891	0.00476413	0.00522336	0.00913625	0.00253776	0.00657969	0	0.00347581	0.00244662	0.00671483	0.01038321	0.00537120	0.01054299	0.00962151	0.00373375	0.00625325	0.00425428	0.00563215	0.00766989	0	0.00656080	0.00475665	0.00464977	0.00748536	0.00555639	0.00761894	0.00216738	0.00429616	0.00479847	0.00281508	0	0.00376177	0.00791141	0.01077062	0.00305767	0.00629040	0.00445479	0.00355776	0.00579104	0.00857079	0.00439206	0.00393941	0.00384880	0.00659339	0.00930933	0.00347892	0.00763697	0.00710241	0.00787377	0.00946497	0.00203913	0.00647347	0.00681441	0.00835821	0.00270135	0.00740352	0	0.00182079	0	0.02557173	0.02698483	0.02359291	0.02621397	0.02468622	0.02164324	0.02889541	0.02798236	0.02363344	0.02793579	0.02453881	0.02607507	0.03002152	0.02441846	0.02575342	0.02248926	0	0.02462958	0.02532902	0.00592138	0.01285041	0.00722709	0.00298601	0.00689578	0	0.00624372	0.00629202	0.00434416	0.00531453	0.00672998	0	0.00329592	0.01108913	0.00469105	0.00855167	0.00388764	0.00710158	0.00177769	0.00764306
G2208	0.00579127	0.00193877	0.00442993	0.00523347	0.00557121	0.00933676	0.00268003	0.01103395	0.00668569	0.00749981	0.00708316	0.00368844	0.00572799	0	0.00714234	0.00188191	0.00672842	0.00334511	0.00268003	0.00275195	0.00748325	0	0.00463639	0.00728739	0.00429476	0.00386670	0.00393001	0.00606856	0.00426037	0.00556941	0	0.00240497	0.00952636	0.00556137	0.00765440	0.00633987	0.00741737	0.00008719	0.00091843	0.00578984	0.00614149	0.00855816	0.00525937	0.00751171	0.00716393	0.00477209	0.00919510	0.00020919	0.00093914	0	0.00423919	0.00530682	0.00675379	0.00573295	0.00559133	0.00588508	0.00592638	0.00588072	0.00582808	0.00553979	0.00822856	0.01027713	0.00439431	0.00394980	0.00869838	0.00776260	0	0.00255666	0.00700668	0.00319753	0.00443960	0.00674668	0.00046513	0.01045985	0.00974656	0.00764981	0.00564899	0.00768608	0.00599215	0.00399442	0.02328148	0.02207768	0.02365733	0.02313148	0.02662299	0.02810461	0.02339573	0.02939413	0.02807365	0.02548643	0.02388268	0.02409775	0.02767373	0.02692266	0	0.02170256	0.02264885	0.02548291	0.02405878	0.02430691	0.00473708	0.00590722	0.00611718	0.00398584	0.00675386	0.00551631	0.00927953	0.00899389	0.00612755	0.00640717	0.00599175	0	0.00378816	0.00855217	0.00409305	0	0.00682641	0.00356540	0.00337969	0.00631327
G2209	0.00379280	0.00569349	0.00483273	0.00836739	0.01148255	0.00931407	0.00733630	0.00937875	0.00954926	0.01035561	0.00715987	0.00432690	0.00667524	0.00386134	0	0.00593539	0.00690972	0.00709933	0.00729933	0.00224686	0.00548886	0.00108965	0.00373550	0.00327263	0	0.00884913	0.00209749	0.00459540	0.00703921	0.00565682	0.00230584	0.00310167	0.00191604	0.00600321	0.01090864	0.00991887	0.00589586	0.00460582	0.00439818	0.00190953	0.00414871	0.00526863	0.00568634	0.00880251	0.00585530	0.00662956	0.00667660	0	0.00313450	0.00600531	0.00438209	0.00479728	0.00458073	0	0.00567770	0.00493564	0.00667644	0.00821591	0.00515633	0.00625384	0.00815418	0.00874117	0.00469158	0.00252591	0.00590965	0.00726252	0.00448682	0.00525558	0.00588702	0.00313106	0.00814110	0.00811970	0.00241513	0.00445053	0.00803650	0.00600547	0.00181924	0.01034962	0.00533833	0.00444774	0.02444825	0.01999089	0	0.01954515	0.02704927	0.02513385	0.02254397	0.02535845	0.02302173	0.02722800	0.02195063	0.02710291	0.02307469	0.02536367	0.02318949	0.02574625	0.02800609	0	0.02639187	0.02120126	0.00480644	0.00909934	0.01128378	0.00602198	0.00708602	0.00576627	0.00865224	0	0.00516157	0.00101266	0.00758004	0.00171503	0	0.01105225	0.00950977	0.00928707	0.00819364	0.00347451	0.00546970	0.00602373
G2210	0.00575022	0.00060753	0.00723173	0.00583032	0.00770573	0.00991633	0.00501526	0.00486208	0	0.00618439	0.00433658	0.00703870	0.00455939	0.00366731	0.00726045	0.00437410	0.00406537	0.00357566	0.00614735	0.00566027	0.00520578	0	0.00336019	0.00674452	0.00379308	0.00735862	0.00353634	0.00525761	0.00610451	0.00610156	0.00822513	0.00791423	0.00777123	0.00887242	0.00729486	0.01019800	0.00682651	0.00416826	0.00570401	0.00758111	0.00926214	0.00297179	0.00796175	0.01147669	0.00622871	0.00815087	0.00711036	0.00504340	0.00192220	0	0	0.00600737	0.00826050	0.00147054	0.00863485	0.00623326	0.00367463	0.00763493	0.00838527	0.00209944	0.00965809	0.00768872	0.00303125	0.00270302	0.00384892	0.00803736	0.00596482	0.00399304	0.00775948	0.00260257	0.00405161	0.00685096	0.00317550	0.00825148	0.00976592	0.00704117	0.00486160	0	0.00715211	0.00625598	0.02027851	0.02373308	0.02399636	0.02579087	0.02659268	0.02500847	0.01954451	0.02758867	0.02266655	0	0.02516716	0.02383151	0.02529187	0.03013313	0.02443063	0.02878817	0.02316817	0.02127749	0.02227811	0.02866619	0	0.00959910	0.00683851	0.00633875	0	0.00281258	0	0.00577156	0.00646291	0	0.00812205	0.00363419	0.00535434	0.00445105	0.00098521	0	0.00926606	0.00335865	0.00325496	0.00448889
G2211	0.00471489	0.00434187	0.00559585	0.00491166	0.00738704	0	0.00444027	0.00838613	0	0.00444684	0.00341576	0.00436751	0.00417583	0.00025164	0.00572942	0.00849939	0.00482609	0.00706330	0.00367512	0.00495040	0.00625114	0.00571758	0.00664195	0.00622992	0.00364400	0.00508769	0.00351219	0.00546361	0.00333561	0.00487077	0.00606021	0.00611251	0.00921013	0.00461440	0.00544594	0.00859056	0.00367306	0.00404423	0.00085626	0.00156179	0.01061393	0.00517308	0.00673678	0.00656174	0.00505086	0.00504214	0.00988118	0.00398623	0.00104719	0.00524081	0.00460160	0.00606451	0	0.00521170	0.00812580	0.00628531	0.00659019	0.00608140	0.00542087	0.00146566	0.00717078	0.00634702	0.00300128	0.00122004	0.00512026	0.00399813	0.00861789	0.00538210	0.00871825	0.00368852	0.01145923	0.00457972	0.00378928	0.00588127	0.00629505	0.00754676	0.00326451	0.00858232	0.00498605	0.00296556	0.02378735	0.02364902	0.02282315	0.02375287	0.02406260	0.02367953	0.02068582	0.02418999	0.02404973	0.02553743	0.02726763	0.02362305	0.02396635	0.02410715	0.02090266	0.02516254	0.02293021	0.02336602	0.02174451	0.02281135	0.00728016	0.00636803	0.00776456	0.00477921	0.00624935	0.00768668	0.00570784	0.00462024	0.00636376	0.00253222	0.00784084	0.00291520	0.00045026	0.01144449	0.00264924	0.00762682	0.00338071	0.00708046	0.00353180	0.00773163
G2212	0.00221433	0	0	0.00841355	0.00659562	0.00750137	0	0.00932044	0.00425097	0.00663023	0.00049634	0.00477831	0.00679444	0.00176044	0.00532182	0.00715954	0.00780798	0.00503259	0	0.00506933	0.00912341	0	0.00341227	0.00669326	0	0.00895156	0.00210823	0.00744467	0.00465803	0.00746532	0.00811421	0.00508000	0.01074118	0.00921097	0	0.00607138	0.00467348	0.00176612	0.00260523	0.00396064	0.00931858	0.00470438	0.00988432	0.00632456	0.00783048	0.01206473	0.00893635	0.00566968	0.00300056	0.00311585	0.00421963	0.00738161	0.00500152	0.00362155	0.00454134	0.01000525	0.00612942	0.00917501	0.00603577	0.00454302	0.00631681	0.00814675	0.00579735	0.00292618	0.00536252	0.00923491	0.01203552	0.00443121	0.00954372	0.00243754	0.00981283	0.00692580	0.00190453	0.00828888	0.00744815	0.00493278	0.00253962	0.00936692	0.00365692	0.00496736	0.02957843	0.02966695	0	0	0.02666102	0.02814658	0.02519780	0.03068341	0.02389231	0.02518159	0.02431173	0.02377024	0.02639075	0	0.01955870	0.02294452	0.02402924	0.02406127	0.02340959	0.02529058	0.00536813	0.00752687	0.00926735	0.00739548	0.01106506	0.00782081	0.00424932	0.00456356	0.00333091	0.00395038	0.00984706	0	0.00621336	0	0.00317141	0.00882069	0.00741911	0.00505333	0.00374568	0.00960960
G2213	0.00511649	0.00447403	0.00430492	0.00665642	0.00301426	0.00692386	0.00470078	0.00902517	0.00340704	0.00456284	0	0.00367181	0.00519700	0.00521523	0.00591287	0.00619733	0.00332659	0.00588766	0.00634551	0.00508881	0.00502035	0.00553825	0.00340304	0.00551647	0.00190706	0.00587574	0	0	0.00192498	0.00706601	0.00752633	0.00683574	0.00466295	0.00820466	0.00786946	0	0.00117410	0.00415268	0.00293203	0.00808816	0.00968793	0.00110976	0.00540695	0.00799230	0.00198481	0.00706667	0.00253110	0.00336179	0.00291218	0.00321567	0.00300684	0.00574170	0.00818925	0.00512245	0.00791931	0.00671952	0.00698667	0.00412297	0.00785132	0.00211460	0.00565653	0.00614298	0.00184900	0.00141392	0.00462315	0.00626842	0.00842536	0.00770200	0.00840963	0.00494272	0.00872586	0.00620561	0.00174033	0	0.00649955	0.00573530	0.00407725	0.00948533	0.00636419	0.00280704	0.02007767	0.02240602	0.02813552	0.02215549	0.02767595	0.02901656	0.02260703	0.02511238	0.02632904	0.02593394	0.02505730	0.02233966	0.02284003	0.02528431	0.02107392	0.02537379	0.02338457	0.02241268	0.02358158	0.02844246	0.00751749	0.00853935	0.00426107	0.00447824	0.00666571	0.00732993	0.00405746	0.00624705	0.00665201	0.00102193	0.00610287	0.00521840	0.00372524	0.00917585	0.00340149	0.00831561	0.00813991	0.00408533	0.00116674	0.00781381
G2214	0.00213506	0.00733428	0.00581885	0.00574660	0.00695644	0.00953520	0.00340597	0.00582949	0.00535790	0.00544204	0.00357926	0.00479007	0.00858499	0.00339249	0.00646169	0.00713907	0.00428384	0.00351826	0.00332107	0.00304849	0.00547936	0.00050521	0.00225771	0.00175525	0.00248638	0.00866418	0.00320057	0.00574047	0.00400500	0.00613201	0.00385232	0.00414633	0.00574478	0.00123157	0.00826730	0.00796919	0.00197136	0.00204837	0.00600141	0	0.00744618	0.00433867	0.00641561	0.01023987	0.00749655	0.00865916	0.00913033	0.00569733	0.00479668	0.00040228	0.00224876	0.00660309	0.00572267	0.00575795	0.00848203	0.00834182	0.00603356	0.00783568	0.00362039	0.00315100	0.00923783	0.00488475	0.00468289	0.00125765	0.00518148	0.00708663	0.00853284	0.00342294	0.00598908	0.00498969	0.00293103	0.00812912	0.00115159	0.00962602	0.00667371	0.00791848	0.00609002	0.00872646	0.01011448	0.00330829	0.02360796	0.02068607	0.02730715	0	0.02758366	0.02354274	0.02081460	0.02451241	0.02108717	0.02635624	0.02854269	0.02272786	0.02574724	0.02685448	0.02104614	0.02274716	0.02153888	0.02425016	0.02367788	0.02589612	0.00566550	0.00669624	0.00453455	0.00258234	0.01133244	0.00511524	0.00873441	0.00481745	0.00508223	0.00206815	0.00859979	0	0.00340086	0.00526162	0.00185881	0.00698134	0.00712124	0.00344946	0.00709289	0.01158443
G2215	0.00717167	0.00353623	0.00306108	0.00662413	0.00721031	0.00763762	0.00972979	0.00690841	0.00384773	0.00633053	0.00332062	0.00744985	0.00438192	0	0.00850965	0.00701098	0.00729707	0.00767032	0.00187398	0.00461451	0.00913484	0.00601383	0.00658229	0.00716512	0.00508510	0.00811335	0.00710783	0.00754046	0.00353253	0	0.00691007	0.00222492	0.00752308	0.00616627	0.00814676	0.00714801	0.00141818	0.00020632	0.00504932	0.00707411	0.00573303	0.00243173	0.00275496	0.00871645	0.00348402	0.00460743	0.00680011	0.00719994	0	0.00129133	0.00152922	0.00604176	0.00692124	0.00510461	0.00666388	0	0.00398427	0.00563701	0.00650790	0.00378223	0.00837111	0.00572512	0.00200409	0.00337904	0.00380275	0.00495582	0	0.00585443	0.00639788	0.00143267	0.00594839	0.00246124	0.00290171	0.00669880	0.00890772	0.00826992	0.00731541	0.00688512	0.00772887	0.00680460	0.01826841	0.02556764	0.02379064	0.02135937	0.02528524	0.02467968	0.02156205	0.02554001	0.02410565	0.02337930	0.02587856	0.02567178	0.02052192	0.02385324	0.02225007	0.02399984	0.02158442	0.02277081	0.02462581	0.02474595	0.00740844	0.00710632	0.00905272	0.00412413	0.00713718	0.00347555	0.00687564	0.00740131	0.00423504	0.00262694	0.00627075	0.00581714	0.00242204	0.00660195	0.00335117	0.00509125	0.00557055	0.00332311	0.00393372	0.00737008
